,Gender,Career Stage,University,dept_head_gender,private_public
1845,m,assistant professor,u washington,m,public
1846,m,associate professor,u washington,m,public
1847,f,professor,u washington,m,public
1848,m,professor,u washington,m,public
1849,f,professor,u washington,m,public
1850,m,professor,u washington,m,public
1851,f,professor,u washington,m,public
1852,m,professor,u washington,m,public
1853,m,professor,u washington,m,public
1854,m,professor,u washington,m,public
1855,m,professor,u washington,m,public
1856,f,professor,u washington,m,public
1857,m,professor,u washington,m,public
1858,m,professor,u washington,m,public
1859,m,professor,u washington,m,public
1860,m,professor,u washington,m,public
1861,m,professor,u washington,m,public
1862,m,professor,u washington,m,public
1863,m,professor,u washington,m,public
1864,m,professor,u washington,m,public
1865,m,professor,u washington,m,public
1866,m,professor,u washington,m,public
1867,m,professor,u washington,m,public
1868,m,professor,u washington,m,public
1869,m,professor,u washington,m,public
1870,m,professor,u washington,m,public
1871,m,assistant professor,u washington,m,public
1872,f,assistant professor,u washington,m,public
1873,f,assistant professor,u washington,m,public
1874,m,assistant professor,u washington,m,public
1875,f,associate professor,u washington,m,public
1876,m,associate professor,u washington,m,public
1877,m,associate professor,u washington,m,public
1878,m,associate professor,u washington,m,public
1879,m,professor,u washington,m,public
1880,m,professor,u washington,m,public
1881,m,professor,u washington,m,public
1882,f,professor,u washington,m,public
1883,m,professor,u washington,m,public
1884,m,professor,u washington,m,public
1885,m,professor,u washington,m,public
1886,m,professor,u washington,m,public
1887,m,assistant professor,u washington,m,public
1888,f,assistant professor,u washington,m,public
1889,m,assistant professor,u washington,m,public
1890,f,assistant professor,u washington,m,public
1891,m,assistant professor,u washington,m,public
1892,f,assistant professor,u washington,m,public
1893,m,associate professor,u washington,m,public
1894,f,associate professor,u washington,m,public
1895,f,associate professor,u washington,m,public
1896,m,associate professor,u washington,m,public
1897,m,associate professor,u washington,m,public
1898,f,professor,u washington,m,public
1899,m,professor,u washington,m,public
1900,m,professor,u washington,m,public
1901,f,professor,u washington,m,public
1902,m,professor,u washington,m,public
1903,m,professor,u washington,m,public
1904,m,professor,u washington,m,public
1905,f,professor,u washington,m,public
1906,f,professor,u washington,m,public
1907,m,professor,u washington,m,public
1908,m,professor,u washington,m,public
1909,m,professor,u washington,m,public
1910,f,professor,u washington,m,public
1911,m,professor,u washington,m,public
1912,f,professor,u washington,m,public
1913,m,professor,u washington,m,public
1914,f,professor,u washington,m,public
1915,m,professor,u washington,m,public
1916,f,assistant professor,u wyoming,m,public
1917,m,assistant professor,u wyoming,m,public
1918,m,assistant professor,u wyoming,m,public
1919,m,assistant professor,u wyoming,m,public
1920,m,associate professor,u wyoming,m,public
1921,m,professor,u wyoming,m,public
1922,m,professor,u wyoming,m,public
1923,m,assistant professor,u wyoming,m,public
1924,f,assistant professor,u wyoming,m,public
1925,m,associate professor,u wyoming,m,public
1926,m,associate professor,u wyoming,m,public
1927,f,associate professor,u wyoming,m,public
1928,m,associate professor,u wyoming,m,public
1929,m,associate professor,u wyoming,m,public
1930,m,associate professor,u wyoming,m,public
1931,m,associate professor,u wyoming,m,public
1932,m,professor,u wyoming,m,public
1933,m,professor,u wyoming,m,public
1934,f,professor,u wyoming,m,public
1935,m,professor,u wyoming,m,public
1936,m,professor,u wyoming,m,public
1937,f,professor,u wyoming,m,public
1938,m,professor,u wyoming,m,public
1939,m,professor,u wyoming,m,public
1940,m,professor,u wyoming,m,public
1941,f,professor,u wyoming,m,public
1942,m,professor,u wyoming,m,public
1943,m,professor,u wyoming,m,public
1944,f,professor,u wyoming,m,public
1945,m,assistant professor,uc davis,m,public
1946,m,assistant professor,uc davis,m,public
1947,f,professor,uc davis,m,public
1948,f,professor,uc davis,m,public
1949,f,professor,uc davis,m,public
1950,m,professor,uc davis,m,public
1951,f,professor,uc davis,m,public
1952,f,professor,uc davis,m,public
1953,m,professor,uc davis,m,public
1954,m,professor,uc davis,m,public
1955,m,professor,uc davis,m,public
1956,m,professor,uc davis,m,public
1957,m,professor,uc davis,m,public
1958,f,professor,uc davis,m,public
1959,f,professor,uc davis,m,public
1960,m,professor,uc davis,m,public
1961,m,professor,uc davis,m,public
1962,m,professor,uc davis,m,public
1963,m,professor,uc davis,m,public
1964,f,assistant professor,uc davis,m,public
1965,m,assistant professor,uc davis,m,public
1966,m,assistant professor,uc davis,m,public
1967,f,assistant professor,uc davis,m,public
1968,f,assistant professor,uc davis,m,public
1969,m,associate professor,uc davis,m,public
1970,m,associate professor,uc davis,m,public
1971,f,associate professor,uc davis,m,public
1972,f,associate professor,uc davis,m,public
1973,m,associate professor,uc davis,m,public
1974,m,associate professor,uc davis,m,public
1975,m,associate professor,uc davis,m,public
1976,f,professor,uc davis,m,public
1977,m,professor,uc davis,m,public
1978,m,professor,uc davis,m,public
1979,m,professor,uc davis,m,public
1980,m,professor,uc davis,m,public
1981,m,professor,uc davis,m,public
1982,m,professor,uc davis,m,public
1983,m,professor,uc davis,m,public
1984,m,professor,uc davis,m,public
1985,m,professor,uc davis,m,public
1986,m,professor,uc davis,m,public
1987,m,professor,uc davis,m,public
1988,f,professor,uc davis,m,public
1989,m,assistant professor,ucla,f,public
1990,m,assistant professor,ucla,f,public
1991,m,assistant professor,ucla,f,public
1992,m,assistant professor,ucla,f,public
1993,m,associate professor,ucla,f,public
1994,m,associate professor,ucla,f,public
1995,f,associate professor,ucla,f,public
1996,m,professor,ucla,f,public
1997,m,professor,ucla,f,public
1998,m,professor,ucla,f,public
1999,f,professor,ucla,f,public
2000,m,professor,ucla,f,public
2001,m,professor,ucla,f,public
2002,m,professor,ucla,f,public
2003,m,professor,ucla,f,public
2004,m,professor,ucla,f,public
2005,m,professor,ucla,f,public
2006,f,professor,ucla,f,public
2007,m,professor,ucla,f,public
2008,f,professor,ucla,f,public
2009,f,assistant professor,ucla,f,public
2010,f,assistant professor,ucla,f,public
2011,f,associate professor,ucla,f,public
2012,m,associate professor,ucla,f,public
2013,m,associate professor,ucla,f,public
2014,f,associate professor,ucla,f,public
2015,f,associate professor,ucla,f,public
2016,f,associate professor,ucla,f,public
2017,m,professor,ucla,f,public
2018,m,professor,ucla,f,public
2019,m,professor,ucla,f,public
2020,m,professor,ucla,f,public
2021,m,professor,ucla,f,public
2022,f,professor,ucla,f,public
2023,f,professor,ucla,f,public
2024,m,professor,ucla,f,public
2025,m,professor,ucla,f,public
2026,m,professor,ucla,f,public
2027,m,professor,ucla,f,public
2028,m,professor,ucla,f,public
2029,m,professor,ucla,f,public
2030,m,professor,ucla,f,public
2031,m,professor,ucla,f,public
2032,m,professor,ucla,f,public
2033,m,professor,ucla,f,public
2034,m,professor,ucla,f,public
2035,f,professor,ucla,f,public
2036,m,professor,ucla,f,public
2037,m,professor,ucla,f,public
2038,m,professor,ucla,f,public
2039,m,assistant professor,ucsb,m,public
2040,f,assistant professor,ucsb,m,public
2041,f,assistant professor,ucsb,m,public
2042,m,associate professor,ucsb,m,public
2043,m,associate professor,ucsb,m,public
2044,m,professor,ucsb,m,public
2045,m,professor,ucsb,m,public
2046,m,professor,ucsb,m,public
2047,m,professor,ucsb,m,public
2048,m,professor,ucsb,m,public
2049,m,professor,ucsb,m,public
2050,m,professor,ucsb,m,public
2051,m,professor,ucsb,m,public
2052,m,professor,ucsb,m,public
2053,f,professor,ucsb,m,public
2054,m,professor,ucsb,m,public
2055,f,professor,ucsb,m,public
2056,f,professor,ucsb,m,public
2057,m,professor,ucsb,m,public
2058,m,professor,ucsb,m,public
2059,m,professor,ucsb,m,public
2060,m,professor,ucsb,m,public
2061,m,professor,ucsb,m,public
2062,f,assistant professor,ucsb,m,public
2063,f,assistant professor,ucsb,m,public
2064,m,assistant professor,ucsb,m,public
2065,m,assistant professor,ucsb,m,public
2066,f,assistant professor,ucsb,m,public
2067,m,assistant professor,ucsb,m,public
2068,m,assistant professor,ucsb,m,public
2069,f,assistant professor,ucsb,m,public
2070,f,associate professor,ucsb,m,public
2071,m,associate professor,ucsb,m,public
2072,f,professor,ucsb,m,public
2073,m,professor,ucsb,m,public
2074,m,professor,ucsb,m,public
2075,m,professor,ucsb,m,public
2076,m,professor,ucsb,m,public
2077,m,professor,ucsb,m,public
2078,f,professor,ucsb,m,public
2079,m,professor,ucsb,m,public
2080,m,professor,ucsb,m,public
2081,m,professor,ucsb,m,public
2082,m,professor,ucsb,m,public
2083,m,professor,ucsb,m,public
2084,m,professor,ucsb,m,public
2085,m,professor,ucsb,m,public
2086,m,professor,ucsb,m,public
2087,m,professor,ucsb,m,public
2088,m,assistant professor,ucsc,m,public
2089,f,assistant professor,ucsc,m,public
2090,m,assistant professor,ucsc,m,public
2091,m,assistant professor,ucsc,m,public
2092,f,assistant professor,ucsc,m,public
2093,m,assistant professor,ucsc,m,public
2094,f,assistant professor,ucsc,m,public
2095,m,associate professor,ucsc,m,public
2096,f,professor,ucsc,m,public
2097,m,professor,ucsc,m,public
2098,m,professor,ucsc,m,public
2099,m,professor,ucsc,m,public
2100,m,professor,ucsc,m,public
2101,m,professor,ucsc,m,public
2102,f,professor,ucsc,m,public
2103,m,professor,ucsc,m,public
2104,m,professor,ucsc,m,public
2105,m,professor,ucsc,m,public
2106,f,professor,ucsc,m,public
2107,m,professor,ucsc,m,public
2108,m,professor,ucsc,m,public
2109,m,professor,ucsc,m,public
2110,m,associate professor,ucsd,f,public
2111,f,assistant professor,ucsd,f,public
2112,m,assistant professor,ucsd,f,public
2113,m,assistant professor,ucsd,f,public
2114,m,assistant professor,ucsd,f,public
2115,m,assistant professor,ucsd,f,public
2116,f,assistant professor,ucsd,f,public
2117,f,assistant professor,ucsd,f,public
2118,f,assistant professor,ucsd,f,public
2119,f,assistant professor,ucsd,f,public
2120,f,assistant professor,ucsd,f,public
2121,m,assistant professor,ucsd,f,public
2122,f,assistant professor,ucsd,f,public
2123,f,assistant professor,ucsd,f,public
2124,m,assistant professor,ucsd,f,public
2125,m,assistant professor,ucsd,f,public
2126,f,assistant professor,ucsd,f,public
2127,m,assistant professor,ucsd,f,public
2128,m,assistant professor,ucsd,f,public
2129,f,assistant professor,ucsd,f,public
2130,f,assistant professor,ucsd,f,public
2131,f,assistant professor,ucsd,f,public
2132,f,assistant professor,ucsd,f,public
2133,f,assistant professor,ucsd,f,public
2134,f,assistant professor,ucsd,f,public
2135,m,associate professor,ucsd,f,public
2136,m,associate professor,ucsd,f,public
2137,m,associate professor,ucsd,f,public
2138,m,associate professor,ucsd,f,public
2139,m,associate professor,ucsd,f,public
2140,m,associate professor,ucsd,f,public
2141,m,associate professor,ucsd,f,public
2142,m,associate professor,ucsd,f,public
2143,m,professor,ucsd,f,public
2144,m,professor,ucsd,f,public
2145,m,professor,ucsd,f,public
2146,m,professor,ucsd,f,public
2147,f,professor,ucsd,f,public
2148,m,professor,ucsd,f,public
2149,m,professor,ucsd,f,public
2150,f,professor,ucsd,f,public
2151,m,professor,ucsd,f,public
2152,m,professor,ucsd,f,public
2153,m,professor,ucsd,f,public
2154,m,professor,ucsd,f,public
2155,m,professor,ucsd,f,public
2156,f,professor,ucsd,f,public
2157,m,professor,ucsd,f,public
2158,f,professor,ucsd,f,public
2159,m,professor,ucsd,f,public
2160,m,professor,ucsd,f,public
2161,m,professor,ucsd,f,public
2162,m,professor,ucsd,f,public
2163,m,professor,ucsd,f,public
2164,m,professor,ucsd,f,public
2165,m,professor,ucsd,f,public
2166,m,professor,ucsd,f,public
2167,f,professor,ucsd,f,public
2168,f,professor,ucsd,f,public
2169,m,professor,ucsd,f,public
2170,m,professor,ucsd,f,public
2171,m,professor,ucsd,f,public
2172,m,professor,ucsd,f,public
2173,f,professor,ucsd,f,public
2174,f,professor,ucsd,f,public
2175,m,professor,ucsd,f,public
2176,m,professor,ucsd,f,public
2177,m,professor,ucsd,f,public
2178,m,professor,ucsd,f,public
2179,m,professor,ucsd,f,public
2180,m,professor,ucsd,f,public
2181,m,professor,ucsd,f,public
2182,m,professor,ucsd,f,public
2183,f,professor,ucsd,f,public
2184,m,professor,ucsd,f,public
2185,m,professor,ucsd,f,public
2186,m,professor,ucsd,f,public
2187,m,professor,ucsd,f,public
2188,f,professor,ucsd,f,public
2189,f,professor,ucsd,f,public
2190,m,professor,ucsd,f,public
2191,m,professor,ucsd,f,public
2192,f,professor,ucsd,f,public
2193,m,professor,ucsd,f,public
2194,m,professor,ucsd,f,public
2195,m,professor,ucsd,f,public
2196,m,professor,ucsd,f,public
2197,m,professor,ucsd,f,public
2198,m,professor,ucsd,f,public
2199,m,professor,ucsd,f,public
2200,m,professor,ucsd,f,public
2201,m,professor,ucsd,f,public
2202,m,professor,ucsd,f,public
2203,f,professor,ucsd,f,public
2204,m,professor,ucsd,f,public
2205,m,professor,ucsd,f,public
2206,m,professor,ucsd,f,public
2207,m,professor,ucsd,f,public
2208,f,professor,ucsd,f,public
2209,m,professor,ucsd,f,public
2210,m,professor,ucsd,f,public
2211,m,professor,ucsd,f,public
2212,m,professor,ucsd,f,public
2213,m,professor,ucsd,f,public
2214,f,professor,ucsd,f,public
2215,m,professor,ucsd,f,public
2216,f,professor,ucsd,f,public
2217,m,professor,ucsd,f,public
2218,f,professor,ucsd,f,public
2219,f,professor,ucsd,f,public
2220,m,professor,ucsd,f,public
2221,m,professor,ucsd,f,public
2222,m,professor,ucsd,f,public
2223,f,assistant professor,uiuc,m,public
2224,m,assistant professor,uiuc,m,public
2225,f,associate professor,uiuc,m,public
2226,m,associate professor,uiuc,m,public
2227,m,professor,uiuc,m,public
2228,m,professor,uiuc,m,public
2229,f,professor,uiuc,m,public
2230,m,professor,uiuc,m,public
2231,m,professor,uiuc,m,public
2232,f,professor,uiuc,m,public
2233,m,professor,uiuc,m,public
2234,f,professor,uiuc,m,public
2235,m,professor,uiuc,m,public
2236,m,assistant professor,uiuc,m,public
2237,m,assistant professor,uiuc,m,public
2238,m,assistant professor,uiuc,m,public
2239,f,assistant professor,uiuc,m,public
2240,m,assistant professor,uiuc,m,public
2241,m,associate professor,uiuc,m,public
2242,f,professor,uiuc,m,public
2243,f,professor,uiuc,m,public
2244,m,professor,uiuc,m,public
2245,m,professor,uiuc,m,public
2246,m,professor,uiuc,m,public
2247,m,professor,uiuc,m,public
2248,f,assistant professor,uiuc,m,public
2249,m,assistant professor,uiuc,m,public
2250,m,associate professor,uiuc,m,public
2251,f,associate professor,uiuc,m,public
2252,f,associate professor,uiuc,m,public
2253,f,associate professor,uiuc,m,public
2254,m,associate professor,uiuc,m,public
2255,f,associate professor,uiuc,m,public
2256,m,professor,uiuc,m,public
2257,m,professor,uiuc,m,public
2258,m,professor,uiuc,m,public
2259,m,professor,uiuc,m,public
2260,m,professor,uiuc,m,public
2261,m,professor,uiuc,m,public
2262,m,professor,uiuc,m,public
2263,m,professor,uiuc,m,public
2264,f,associate professor,umd,m,public
2265,m,assistant professor,umd,m,public
2266,m,assistant professor,umd,m,public
2267,m,assistant professor,umd,m,public
2268,f,associate professor,umd,m,public
2269,m,professor,umd,m,public
2270,m,professor,umd,m,public
2271,f,professor,umd,m,public
2272,m,professor,umd,m,public
2273,m,professor,umd,m,public
2274,m,professor,umd,m,public
2275,m,professor,umd,m,public
2276,f,professor,umd,m,public
2277,m,professor,umd,m,public
2278,m,professor,umd,m,public
2279,m,professor,umd,m,public
2280,m,assistant professor,umd,m,public
2281,f,assistant professor,umd,m,public
2282,m,associate professor,umd,m,public
2283,m,associate professor,umd,m,public
2284,f,associate professor,umd,m,public
2285,m,associate professor,umd,m,public
2286,m,professor,umd,m,public
2287,m,professor,umd,m,public
2288,m,professor,umd,m,public
2289,m,professor,umd,m,public
2290,m,professor,umd,m,public
2291,m,professor,umd,m,public
2292,m,professor,umd,m,public
2293,m,professor,umd,m,public
2294,f,professor,umd,m,public
2295,m,professor,umd,m,public
2296,f,professor,umd,m,public
2297,m,assistant professor,unc chapel hill,f,public
2298,f,assistant professor,unc chapel hill,f,public
2299,m,associate professor,unc chapel hill,f,public
2300,m,associate professor,unc chapel hill,f,public
2301,f,associate professor,unc chapel hill,f,public
2302,m,associate professor,unc chapel hill,f,public
2303,f,associate professor,unc chapel hill,f,public
2304,m,associate professor,unc chapel hill,f,public
2305,f,associate professor,unc chapel hill,f,public
2306,m,associate professor,unc chapel hill,f,public
2307,f,associate professor,unc chapel hill,f,public
2308,f,associate professor,unc chapel hill,f,public
2309,m,professor,unc chapel hill,f,public
2310,f,professor,unc chapel hill,f,public
2311,m,professor,unc chapel hill,f,public
2312,m,professor,unc chapel hill,f,public
2313,f,professor,unc chapel hill,f,public
2314,m,professor,unc chapel hill,f,public
2315,m,professor,unc chapel hill,f,public
2316,f,professor,unc chapel hill,f,public
2317,m,professor,unc chapel hill,f,public
2318,f,assistant professor,unc chapel hill,f,public
2319,f,assistant professor,unc chapel hill,f,public
2320,f,associate professor,unc chapel hill,f,public
2321,m,associate professor,unc chapel hill,f,public
2322,m,professor,unc chapel hill,f,public
2323,m,professor,unc chapel hill,f,public
2324,m,professor,unc chapel hill,f,public
2325,m,professor,unc chapel hill,f,public
2326,f,professor,unc chapel hill,f,public
2327,m,professor,usc,m,public
2329,m,assistant professor,usc,m,public
2330,f,assistant professor,usc,m,public
2331,m,assistant professor,usc,m,public
2332,f,assistant professor,usc,m,public
2333,m,associate professor,usc,m,public
2334,f,associate professor,usc,m,public
2335,m,associate professor,usc,m,public
2336,m,professor,usc,m,public
2337,m,professor,usc,m,public
2338,m,professor,usc,m,public
2339,m,professor,usc,m,public
2340,m,professor,usc,m,public
2341,m,professor,usc,m,public
2342,m,professor,usc,m,public
2343,f,professor,usc,m,public
2344,m,professor,usc,m,public
2345,m,professor,usc,m,public
2346,m,professor,usc,m,public
2347,m,professor,usc,m,public
2348,m,professor,usc,m,public
2349,m,professor,usc,m,public
2350,m,professor,ut,m,public
2351,m,assistant professor,ut,m,public
2352,f,assistant professor,ut,m,public
2353,f,assistant professor,ut,m,public
2354,f,assistant professor,ut,m,public
2355,f,assistant professor,ut,m,public
2356,m,assistant professor,ut,m,public
2357,m,assistant professor,ut,m,public
2358,m,associate professor,ut,m,public
2359,m,associate professor,ut,m,public
2360,f,associate professor,ut,m,public
2361,m,associate professor,ut,m,public
2362,m,associate professor,ut,m,public
2363,m,associate professor,ut,m,public
2364,m,associate professor,ut,m,public
2365,m,associate professor,ut,m,public
2366,m,associate professor,ut,m,public
2367,m,associate professor,ut,m,public
2368,m,professor,ut,m,public
2369,m,professor,ut,m,public
2370,m,professor,ut,m,public
2371,m,professor,ut,m,public
2372,m,professor,ut,m,public
2373,f,professor,ut,m,public
2374,f,professor,ut,m,public
2375,m,professor,ut,m,public
2376,m,professor,ut,m,public
2377,m,professor,ut,m,public
2378,m,professor,ut,m,public
2379,m,professor,ut,m,public
2380,m,professor,ut,m,public
2381,m,professor,ut,m,public
2382,m,professor,ut,m,public
2383,m,professor,ut,m,public
2384,m,professor,ut,m,public
2385,m,professor,ut,m,public
2386,m,professor,ut,m,public
2387,m,professor,ut,m,public
2388,m,professor,ut,m,public
2389,m,professor,ut,m,public
2390,f,professor,ut,m,public
2391,m,professor,ut,m,public
2392,m,professor,ut,m,public
2393,m,professor,ut,m,public
2394,m,professor,ut,m,public
2395,m,professor,ut,m,public
2396,m,professor,ut,m,public
2397,m,professor,ut,m,public
2398,m,professor,ut,m,public
2399,m,assistant professor,ut dallas,m,public
2400,m,associate professor,ut dallas,m,public
2401,m,professor,ut dallas,m,public
2402,m,professor,ut dallas,m,public
2403,m,professor,ut dallas,m,public
2404,m,professor,ut dallas,m,public
2405,m,professor,ut dallas,m,public
2406,m,professor,uw madison,m,public
2407,f,professor,uw madison,m,public
2408,f,assistant professor,uw madison,m,public
2409,f,assistant professor,uw madison,m,public
2410,f,assistant professor,uw madison,m,public
2411,f,associate professor,uw madison,m,public
2412,m,professor,uw madison,m,public
2413,m,professor,uw madison,m,public
2414,m,professor,uw madison,m,public
2415,m,professor,uw madison,m,public
2416,m,professor,uw madison,m,public
2417,m,professor,uw madison,m,public
2418,m,professor,uw madison,m,public
2419,m,professor,uw madison,m,public
2420,m,professor,uw madison,m,public
2421,f,assistant professor,uw madison,m,public
2422,f,assistant professor,uw madison,m,public
2423,m,assistant professor,uw madison,m,public
2424,m,assistant professor,uw madison,m,public
2425,m,assistant professor,uw madison,m,public
2426,m,assistant professor,uw madison,m,public
2427,m,associate professor,uw madison,m,public
2428,m,professor,uw madison,m,public
2429,m,professor,uw madison,m,public
2430,f,professor,uw madison,m,public
2431,m,professor,uw madison,m,public
2432,f,professor,uw madison,m,public
2433,m,professor,uw madison,m,public
2434,m,professor,uw madison,m,public
2435,m,professor,uw madison,m,public
2436,m,professor,uw madison,m,public
2437,m,professor,uw madison,m,public
2438,m,professor,uw madison,m,public
2439,m,professor,uw madison,m,public
2440,m,professor,uw madison,m,public
2441,f,assistant professor,virginia polytechnic,m,public
2442,m,assistant professor,virginia polytechnic,m,public
2443,f,assistant professor,virginia polytechnic,m,public
2444,m,associate professor,virginia polytechnic,m,public
2445,m,associate professor,virginia polytechnic,m,public
2446,m,associate professor,virginia polytechnic,m,public
2447,f,associate professor,virginia polytechnic,m,public
2448,f,associate professor,virginia polytechnic,m,public
2449,m,associate professor,virginia polytechnic,m,public
2450,m,associate professor,virginia polytechnic,m,public
2451,f,associate professor,virginia polytechnic,m,public
2452,m,associate professor,virginia polytechnic,m,public
2453,m,professor,virginia polytechnic,m,public
2454,m,professor,virginia polytechnic,m,public
2455,m,professor,virginia polytechnic,m,public
2456,f,assistant professor,virginia polytechnic,m,public
2457,f,assistant professor,virginia polytechnic,m,public
2458,m,assistant professor,virginia polytechnic,m,public
2459,f,assistant professor,virginia polytechnic,m,public
2460,f,assistant professor,virginia polytechnic,m,public
2461,m,associate professor,virginia polytechnic,m,public
2462,m,associate professor,virginia polytechnic,m,public
2463,m,associate professor,virginia polytechnic,m,public
2464,m,associate professor,virginia polytechnic,m,public
2465,m,associate professor,virginia polytechnic,m,public
2466,f,associate professor,virginia polytechnic,m,public
2467,m,professor,virginia polytechnic,m,public
2468,m,professor,virginia polytechnic,m,public
2469,f,professor,virginia polytechnic,m,public
2470,m,professor,virginia polytechnic,m,public
2471,m,professor,virginia polytechnic,m,public
2472,m,professor,virginia polytechnic,m,public
2473,m,professor,virginia polytechnic,m,public
2474,m,professor,virginia polytechnic,m,public
2475,m,professor,virginia polytechnic,m,public
2476,m,professor,virginia polytechnic,m,public
2477,f,professor,virginia polytechnic,m,public
2478,m,professor,virginia polytechnic,m,public
2479,m,professor,virginia polytechnic,m,public
2480,m,professor,virginia polytechnic,m,public
2481,m,assistant professor,william & mary,m,public
2482,m,associate professor,william & mary,m,public
2483,m,professor,william & mary,m,public
2484,m,professor,william & mary,m,public
2485,m,professor,william & mary,m,public
2486,f,professor,william & mary,m,public
2487,m,professor,william & mary,m,public
2489,m,professor,yale,m,private
2490,m,assistant professor,yale,m,private
2491,f,assistant professor,yale,m,private
2492,m,assistant professor,yale,m,private
2493,m,assistant professor,yale,m,private
2494,m,assistant professor,yale,m,private
2495,f,assistant professor,yale,m,private
2496,m,professor,yale,m,private
2497,m,professor,yale,m,private
2498,f,professor,yale,m,private
2499,m,professor,yale,m,private
2500,m,professor,yale,m,private
2501,m,professor,yale,m,private
2502,m,professor,yale,m,private
2503,m,professor,yale,m,private
2504,m,professor,yale,m,private
2505,m,professor,yale,m,private
2506,m,professor,yale,m,private
2507,f,professor,yale,m,private
2508,m,professor,yale,m,private
2509,m,professor,yale,m,private
2510,m,professor,yale,m,private
2511,m,professor,yale,m,private
2512,m,professor,yale,m,private
2513,f,professor,yale,m,private
